trace file for the simulation
format of the file
<event> <time> <item id> <server status> <queue size>

a	3.7031	1	0	0
s	3.7031	1	1	0
d	3.9159	1	0	0
a	4.77646	2	0	0
s	4.77646	2	1	0
d	4.87378	2	0	0
a	4.90281	3	0	0
s	4.90281	3	1	0
d	4.95882	3	0	0
a	5.0044	4	0	0
s	5.0044	4	1	0
d	5.0543	4	0	0
a	5.36328	5	0	0
s	5.36328	5	1	0
d	5.40437	5	0	0
a	5.52263	6	0	0
s	5.52263	6	1	0
d	5.62701	6	0	0
a	6.09544	7	0	0
s	6.09544	7	1	0
a	6.14429	8	1	0
d	6.14526	7	1	1
s	6.14526	8	1	0
d	6.21067	8	0	0
a	6.27863	9	0	0
s	6.27863	9	1	0
d	6.28314	9	0	0
a	6.29407	10	0	0
s	6.29407	10	1	0
d	6.35581	10	0	0
a	6.68399	11	0	0
s	6.68399	11	1	0
a	6.71364	12	1	0
d	6.82867	11	1	1
s	6.82867	12	1	0
d	6.85356	12	0	0
a	7.02687	13	0	0
s	7.02687	13	1	0
d	7.07605	13	0	0
a	7.21395	14	0	0
s	7.21395	14	1	0
a	7.24879	15	1	0
d	7.33526	14	1	1
s	7.33526	15	1	0
d	7.43312	15	0	0
a	8.65057	16	0	0
s	8.65057	16	1	0
d	8.65904	16	0	0
a	8.90813	17	0	0
s	8.90813	17	1	0
a	9.01437	18	1	0
d	9.038	17	1	1
s	9.038	18	1	0
d	9.05572	18	0	0
a	9.44389	19	0	0
s	9.44389	19	1	0
d	9.44911	19	0	0
a	9.50292	20	0	0
s	9.50292	20	1	0
a	9.60541	21	1	0
d	9.72523	20	1	1
s	9.72523	21	1	0
d	9.75602	21	0	0
a	11.3509	22	0	0
s	11.3509	22	1	0
a	11.3612	23	1	0
d	11.5423	22	1	1
s	11.5423	23	1	0
d	11.579	23	0	0
a	11.7522	24	0	0
s	11.7522	24	1	0
d	11.8716	24	0	0
a	11.9226	25	0	0
s	11.9226	25	1	0
a	11.9294	26	1	0
a	12.1794	27	1	1
d	12.188	25	1	2
s	12.188	26	1	1
d	12.3607	26	1	1
s	12.3607	27	1	0
a	12.5101	28	1	0
d	12.5468	27	1	1
s	12.5468	28	1	0
d	12.578	28	0	0
a	14.1689	29	0	0
s	14.1689	29	1	0
d	14.21	29	0	0
a	14.3395	30	0	0
s	14.3395	30	1	0
a	14.3499	31	1	0
d	14.5652	30	1	1
s	14.5652	31	1	0
d	14.6403	31	0	0
a	14.8416	32	0	0
s	14.8416	32	1	0
a	14.8451	33	1	0
d	14.9719	32	1	1
s	14.9719	33	1	0
d	15.0021	33	0	0
a	16.8714	34	0	0
s	16.8714	34	1	0
d	16.9182	34	0	0
a	16.9553	35	0	0
s	16.9553	35	1	0
a	16.9896	36	1	0
d	17.1173	35	1	1
s	17.1173	36	1	0
d	17.3381	36	0	0
a	20.0567	37	0	0
s	20.0567	37	1	0
d	20.2125	37	0	0
a	20.4883	38	0	0
s	20.4883	38	1	0
d	20.9133	38	0	0
a	20.923	39	0	0
s	20.923	39	1	0
a	20.9799	40	1	0
d	21.0018	39	1	1
s	21.0018	40	1	0
d	21.0628	40	0	0
a	21.5409	41	0	0
s	21.5409	41	1	0
d	21.6646	41	0	0
a	21.7066	42	0	0
s	21.7066	42	1	0
a	21.8163	43	1	0
d	21.8526	42	1	1
s	21.8526	43	1	0
d	21.899	43	0	0
a	22.0869	44	0	0
s	22.0869	44	1	0
a	22.1025	45	1	0
d	22.1231	44	1	1
s	22.1231	45	1	0
d	22.2322	45	0	0
a	22.4347	46	0	0
s	22.4347	46	1	0
d	22.4352	46	0	0
a	22.5911	47	0	0
s	22.5911	47	1	0
d	22.5913	47	0	0
a	23.0567	48	0	0
s	23.0567	48	1	0
d	23.1037	48	0	0
a	23.5288	49	0	0
s	23.5288	49	1	0
a	23.543	50	1	0
d	23.6114	49	1	1
s	23.6114	50	1	0
d	23.6225	50	0	0
a	24.8166	51	0	0
s	24.8166	51	1	0
d	24.8929	51	0	0
a	24.9195	52	0	0
s	24.9195	52	1	0
a	24.9509	53	1	0
d	24.9649	52	1	1
s	24.9649	53	1	0
d	25.012	53	0	0
a	26.0138	54	0	0
s	26.0138	54	1	0
d	26.1184	54	0	0
a	26.1546	55	0	0
s	26.1546	55	1	0
a	26.2147	56	1	0
d	26.4067	55	1	1
s	26.4067	56	1	0
d	26.4619	56	0	0
a	26.935	57	0	0
s	26.935	57	1	0
a	27.0477	58	1	0
d	27.0505	57	1	1
s	27.0505	58	1	0
d	27.2254	58	0	0
a	27.2847	59	0	0
s	27.2847	59	1	0
d	27.2987	59	0	0
a	27.3169	60	0	0
s	27.3169	60	1	0
d	27.3464	60	0	0
a	27.6899	61	0	0
s	27.6899	61	1	0
d	27.8017	61	0	0
a	28.1967	62	0	0
s	28.1967	62	1	0
a	28.2857	63	1	0
d	28.4536	62	1	1
s	28.4536	63	1	0
d	28.543	63	0	0
a	29.3072	64	0	0
s	29.3072	64	1	0
d	29.3114	64	0	0
a	29.3343	65	0	0
s	29.3343	65	1	0
d	29.3664	65	0	0
a	29.575	66	0	0
s	29.575	66	1	0
d	29.5808	66	0	0
a	29.9874	67	0	0
s	29.9874	67	1	0
a	30.0358	68	1	0
d	30.2596	67	1	1
s	30.2596	68	1	0
d	30.3021	68	0	0
a	31.5828	69	0	0
s	31.5828	69	1	0
a	31.7244	70	1	0
d	31.7995	69	1	1
s	31.7995	70	1	0
d	31.8694	70	0	0
a	32.2543	71	0	0
s	32.2543	71	1	0
d	32.3472	71	0	0
a	33.2812	72	0	0
s	33.2812	72	1	0
d	33.3158	72	0	0
a	33.7405	73	0	0
s	33.7405	73	1	0
a	33.7699	74	1	0
d	33.7878	73	1	1
s	33.7878	74	1	0
d	33.8169	74	0	0
a	34.3252	75	0	0
s	34.3252	75	1	0
d	34.4986	75	0	0
a	34.5218	76	0	0
s	34.5218	76	1	0
a	34.5317	77	1	0
d	34.5515	76	1	1
s	34.5515	77	1	0
d	34.9096	77	0	0
a	36.7166	78	0	0
s	36.7166	78	1	0
d	36.8691	78	0	0
a	37.2604	79	0	0
s	37.2604	79	1	0
d	37.3075	79	0	0
a	37.4756	80	0	0
s	37.4756	80	1	0
d	37.5897	80	0	0
a	37.6757	81	0	0
s	37.6757	81	1	0
d	37.7171	81	0	0
a	37.7198	82	0	0
s	37.7198	82	1	0
d	37.7412	82	0	0
a	37.8481	83	0	0
s	37.8481	83	1	0
a	37.8932	84	1	0
d	37.8973	83	1	1
s	37.8973	84	1	0
d	38.0906	84	0	0
a	39.946	85	0	0
s	39.946	85	1	0
a	39.9682	86	1	0
d	39.9698	85	1	1
s	39.9698	86	1	0
d	39.9994	86	0	0
a	40.9342	87	0	0
s	40.9342	87	1	0
d	41.2265	87	0	0
a	41.4358	88	0	0
s	41.4358	88	1	0
d	41.521	88	0	0
a	41.9073	89	0	0
s	41.9073	89	1	0
a	41.9303	90	1	0
d	42.0425	89	1	1
s	42.0425	90	1	0
d	42.2345	90	0	0
a	42.7409	91	0	0
s	42.7409	91	1	0
a	42.9588	92	1	0
d	43.0244	91	1	1
s	43.0244	92	1	0
d	43.0299	92	0	0
a	43.7507	93	0	0
s	43.7507	93	1	0
d	43.8426	93	0	0
a	44.0352	94	0	0
s	44.0352	94	1	0
d	44.0887	94	0	0
a	44.3084	95	0	0
s	44.3084	95	1	0
d	44.314	95	0	0
a	44.4747	96	0	0
s	44.4747	96	1	0
d	44.4863	96	0	0
a	45.4622	97	0	0
s	45.4622	97	1	0
d	45.4683	97	0	0
a	45.5638	98	0	0
s	45.5638	98	1	0
d	45.5879	98	0	0
a	45.6739	99	0	0
s	45.6739	99	1	0
d	45.8688	99	0	0
a	45.9747	100	0	0
s	45.9747	100	1	0
d	46.0706	100	0	0
a	47.0658	101	0	0
s	47.0658	101	1	0
d	47.153	101	0	0
a	47.5654	102	0	0
s	47.5654	102	1	0
a	47.5967	103	1	0
d	47.607	102	1	1
s	47.607	103	1	0
d	47.6279	103	0	0
a	50.6491	104	0	0
s	50.6491	104	1	0
a	50.6527	105	1	0
d	50.842	104	1	1
s	50.842	105	1	0
d	50.8785	105	0	0
a	51.3364	106	0	0
s	51.3364	106	1	0
a	51.357	107	1	0
d	51.4015	106	1	1
s	51.4015	107	1	0
d	51.4118	107	0	0
a	56.2049	108	0	0
s	56.2049	108	1	0
a	56.2547	109	1	0
d	56.3681	108	1	1
s	56.3681	109	1	0
d	56.3763	109	0	0
a	57.1219	110	0	0
s	57.1219	110	1	0
d	57.1842	110	0	0
a	57.395	111	0	0
s	57.395	111	1	0
d	57.4874	111	0	0
a	57.6048	112	0	0
s	57.6048	112	1	0
a	57.6506	113	1	0
d	57.9355	112	1	1
s	57.9355	113	1	0
d	58.201	113	0	0
a	58.6513	114	0	0
s	58.6513	114	1	0
d	58.6873	114	0	0
a	58.8149	115	0	0
s	58.8149	115	1	0
d	58.8528	115	0	0
a	58.9999	116	0	0
s	58.9999	116	1	0
d	59.0178	116	0	0
a	59.1047	117	0	0
s	59.1047	117	1	0
a	59.1151	118	1	0
d	59.2658	117	1	1
s	59.2658	118	1	0
d	59.3213	118	0	0
a	60.535	119	0	0
s	60.535	119	1	0
d	60.546	119	0	0
a	60.7215	120	0	0
s	60.7215	120	1	0
a	60.7417	121	1	0
d	60.8138	120	1	1
s	60.8138	121	1	0
d	60.9084	121	0	0
a	61.7213	122	0	0
s	61.7213	122	1	0
d	61.8213	122	0	0
a	61.853	123	0	0
s	61.853	123	1	0
d	61.8627	123	0	0
a	62.1719	124	0	0
s	62.1719	124	1	0
d	62.2377	124	0	0
a	62.2565	125	0	0
s	62.2565	125	1	0
a	62.3314	126	1	0
d	62.339	125	1	1
s	62.339	126	1	0
d	62.5921	126	0	0
a	64.9266	127	0	0
s	64.9266	127	1	0
d	64.9875	127	0	0
a	65.3906	128	0	0
s	65.3906	128	1	0
d	65.4512	128	0	0
a	65.9912	129	0	0
s	65.9912	129	1	0
d	65.9938	129	0	0
a	66.1448	130	0	0
