trace file for the simulation
format of the file
<event> <time> <item id> <server status> <queue size>

a	0.742626	1	0	0
s	0.742626	1	1	0
d	0.799973	1	0	0
a	0.92524	2	0	0
s	0.92524	2	1	0
d	0.94647	2	0	0
a	0.984813	3	0	0
s	0.984813	3	1	0
d	1.05824	3	0	0
a	1.10137	4	0	0
s	1.10137	4	1	0
d	1.11236	4	0	0
a	1.12304	5	0	0
s	1.12304	5	1	0
d	1.15226	5	0	0
a	1.31727	6	0	0
s	1.31727	6	1	0
d	1.33248	6	0	0
a	1.35525	7	0	0
s	1.35525	7	1	0
d	1.4219	7	0	0
a	1.48756	8	0	0
s	1.48756	8	1	0
a	1.7534	9	1	0
d	1.90764	8	1	1
s	1.90764	9	1	0
d	1.9088	9	0	0
a	2.93422	10	0	0
s	2.93422	10	1	0
d	2.99023	10	0	0
a	2.99066	11	0	0
s	2.99066	11	1	0
d	3.04056	11	0	0
a	3.19003	12	0	0
s	3.19003	12	1	0
d	3.23113	12	0	0
a	3.27857	13	0	0
s	3.27857	13	1	0
d	3.38295	13	0	0
a	3.59679	14	0	0
s	3.59679	14	1	0
a	3.62393	15	1	0
d	3.64661	14	1	1
s	3.64661	15	1	0
a	3.69856	16	1	0
a	3.70358	17	1	1
d	3.71202	15	1	2
s	3.71202	16	1	1
d	3.77377	16	1	1
s	3.77377	17	1	0
d	3.91845	17	0	0
a	3.92878	18	0	0
s	3.92878	18	1	0
a	3.95644	19	1	0
d	4.08503	18	1	1
s	4.08503	19	1	0
d	4.10246	19	0	0
a	4.59268	20	0	0
s	4.59268	20	1	0
a	4.63599	21	1	0
d	4.83061	20	1	1
s	4.83061	21	1	0
a	5.19899	22	1	0
a	5.21869	23	1	1
d	5.30403	21	1	2
s	5.30403	22	1	1
d	5.37986	22	1	1
s	5.37986	23	1	0
d	5.45796	23	0	0
a	5.62581	24	0	0
s	5.62581	24	1	0
d	5.6566	24	0	0
a	5.68092	25	0	0
s	5.68092	25	1	0
d	5.73672	25	0	0
a	5.79403	26	0	0
s	5.79403	26	1	0
a	5.88907	27	1	0
d	5.94315	26	1	1
s	5.94315	27	1	0
d	6.04941	27	0	0
a	6.14388	28	0	0
s	6.14388	28	1	0
a	6.18355	29	1	0
d	6.41949	28	1	1
s	6.41949	29	1	0
d	6.42947	29	0	0
a	6.61513	30	0	0
s	6.61513	30	1	0
a	6.61891	31	1	0
a	6.75776	32	1	1
d	6.88053	30	1	2
s	6.88053	31	1	1
d	6.90072	31	1	1
s	6.90072	32	1	0
a	6.9415	33	1	0
d	6.97511	32	1	1
s	6.97511	33	1	0
d	7.04365	33	0	0
a	7.14826	34	0	0
s	7.14826	34	1	0
d	7.2385	34	0	0
a	7.28987	35	0	0
s	7.28987	35	1	0
a	7.33236	36	1	0
d	7.34631	35	1	1
s	7.34631	36	1	0
d	7.37889	36	0	0
a	7.98856	37	0	0
s	7.98856	37	1	0
d	8.02966	37	0	0
a	8.08332	38	0	0
s	8.08332	38	1	0
a	8.0891	39	1	0
d	8.30901	38	1	1
s	8.30901	39	1	0
d	8.32562	39	0	0
a	8.55706	40	0	0
s	8.55706	40	1	0
a	8.59064	41	1	0
d	8.6782	40	1	1
s	8.6782	41	1	0
d	8.6957	41	0	0
a	8.78641	42	0	0
s	8.78641	42	1	0
a	8.79934	43	1	0
d	8.85554	42	1	1
s	8.85554	43	1	0
d	8.91131	43	0	0
a	9.19876	44	0	0
s	9.19876	44	1	0
a	9.26903	45	1	0
d	9.49733	44	1	1
s	9.49733	45	1	0
d	9.53924	45	0	0
a	9.75476	46	0	0
s	9.75476	46	1	0
d	9.78445	46	0	0
a	9.88345	47	0	0
s	9.88345	47	1	0
d	9.88952	47	0	0
a	10.0225	48	0	0
s	10.0225	48	1	0
d	10.1315	48	0	0
a	10.2408	49	0	0
s	10.2408	49	1	0
a	10.2608	50	1	0
d	10.2718	49	1	1
s	10.2718	50	1	0
d	10.3229	50	0	0
a	11.2078	51	0	0
s	11.2078	51	1	0
d	11.3636	51	0	0
a	11.4475	52	0	0
s	11.4475	52	1	0
a	11.689	53	1	0
d	11.8726	52	1	1
s	11.8726	53	1	0
d	11.9555	53	0	0
a	12.2856	54	0	0
s	12.2856	54	1	0
